0,0,1541268000,0.001161132702333,0.001946219489593,0.007557967792853,0,0,0,0
1,1,1541203200,0.005974294684767,0.017657477618315,0.046759144603945,0.001706289642422,0,0,0
2,1,1541577600,0.001035970575179,0,0.04740066180705,9.40954715236993E-06,0,0,0
3,0,1541527200,5.44476284666106E-07,0.006298943568338,0.045046442861704,7.52763772189594E-08,0,0,0
4,0,1541088000,0.000460219623071,0,0.034994017479106,7.52763772189594E-08,0,0,0
53,1,1541440800,0.233855978474284,0.267976179923769,0.942770697881203,0.056777282793777,0,0,1
5,0,1541023200,1.21277115745861E-08,2.38523090807997E-05,0,0,0.229851455687213,0.120917315849046,0.5
6,0,1541109600,2.42161563898159E-08,4.0291062636486E-05,0,0,0.037154814424703,0.002718789437688,0
7,1,1541340000,2.1467036687517E-07,0,0.001196504178813,0,0,0,0
8,0,1541210400,0.008420560513896,0,0.063128276586412,0.001494838298814,0,0,0
53,1,1541440800,0.233855978474284,0.267976179923769,0.942770697881203,0.056777282793777,0,0,1
9,0,1541376000,0.00074692204928,0,0.0187024643212,0,0,0,0
53,1,1541440800,0.233855978474284,0.267976179923769,0.942770697881203,0.056777282793777,0,0,1
10,0,1541023200,1.59702979691173E-08,2.5786280087351E-05,0,0,0.050957386635172,0.100157759930656,0.5
11,1,1541023200,0.000692295700075,0,0.04740066180705,9.40954715236993E-06,0,0,0
12,1,1541692800,0.011519966344396,0.100578096166708,0.022193511426466,7.52763772189594E-07,0,0,0.5
13,1,1541577600,1.24147604779173E-08,2.90095650982699E-05,0,0,0.015979042770405,0.079488676745648,0
14,0,1541577600,0.007081933649732,0,0.01271695962619,0,0,0,0
53,1,1541440800,0.233855978474284,0.267976179923769,0.942770697881203,0.056777282793777,0,0,1
15,0,1541152800,0.005155510285093,0.002683707100091,1.19352037786855E-05,3.01105508875838E-07,0,0,0
16,0,1541073600,0.008546385379185,0,0.042122317935926,0.001265395901051,0,0,0
53,1,1541440800,0.233855978474284,0.267976179923769,0.942770697881203,0.056777282793777,0,0,1
17,0,1541224800,1.59702979691173E-08,2.5786280087351E-05,0,0,0.060022586913398,0.118920704184246,0.5
53,1,1541440800,0.233855978474284,0.267976179923769,0.942770697881203,0.056777282793777,0,0,1
18,0,1541505600,1.5422942239964E-08,8.02597967718801E-05,0.000531116568152,0,0.185751352303002,0.438067297859581,0.5
19,0,1541419200,1.92984236479502E-08,2.70755940917186E-05,0,0,0.009018558692257,0.005035882549206,0
20,1,1541332800,0.009650417333544,0,0.042728029527694,9.10844164349409E-06,0,0,0
21,0,1541577600,0.0008899169561,0,0.0187024643212,0,0,0,0
53,1,1541440800,0.233855978474284,0.267976179923769,0.942770697881203,0.056777282793777,0,0,1
22,0,1541332800,3.04304186394918E-08,5.06055746714264E-05,0,0,0.000349454017227,0.001173450517987,0
23,1,1541124000,0.002274957645672,0,0.078294936788177,3.76381886094797E-07,0,0,0
24,0,1541426400,0.001940154903799,0.000907032402073,0,0,0,0,0
